No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah
246, 0103140,SMK MULTIMEDIA MANDIRI,20109907,S,101,65.58,56.67,31.49,84.58,"59,58",01,03,140
247, 0103141,SMK MUTIARA BANGSA TIGA,20109617,S,33,74.06,63.94,46.44,82.55,"66,75",01,03,141
248, 0103142,SMK PATMOS,20112434,S,6,75.33,68,33.75,79,"64,02",01,03,142
249, 0103143,SMK KAFAH UNGGUL 2,20178281,S,33,52.91,38.55,20.23,77.23,"47,23",01,03,143
250, 0103144,SMK CENGKARENG 2,69764515,S,201,63.08,43.02,25.55,79.89,"52,89",01,03,144
251, 0103146,SMK PERMATA DUNIA,69760735,S,32,58.56,38.06,19.61,80.33,"49,14",01,03,146
252, 0103147,SMK PUTRA NUSANTARA,69775233,S,19,77.26,66.74,37.11,81.73,"65,71",01,03,147
253, 0103148,SMK PUTRA MANDIRI,69768184,S,13,57.23,40.46,25.58,79.78,"50,76",01,03,148
254, 0103149,SMK 1 BARUNAWATI,69774558,S,58,63.21,54.69,24.44,82.54,"56,22",01,03,149
255, 0103151,SMK INSAN CITA,20177897,S,16,66.75,44.38,26.56,79.84,"54,38",01,03,151
256, 0103152,SMK INSAN AQILAH 4,11298527,S,15,59.73,45.6,22.83,79.39,"51,89",01,03,152
257, 0103153,SMK CITRA UTAMA,69774556,S,44,63.73,40.86,33.35,78.76,"54,18",01,03,153
258, 0103154,SMK BINA BANGSA,20108796,S,46,58.13,43.91,22.5,77.51,"50,51",01,03,154
259, 0104001,SMK NEGERI 29,20102602,N,259,72.49,70.66,59.88,76.78,"69,95",01,04,001
260, 0104005,SMK BOROBUDUR I,20102544,S,39,58.97,57.44,25.64,79.33,"55,35",01,04,005
261, 0104006,SMK BUNDA KANDUNG,20102557,S,277,66.74,49.04,39.74,72.33,"56,96",01,04,006
262, 0104007,SMK FARMASI LPK,20107350,S,39,79.85,73.79,73.78,91.09,"79,63",01,04,007
263, 0104008,SMK GRAFIKA DESA PUTERA,20102551,S,83,75.59,73.13,66.78,77.36,"73,22",01,04,008
264, 0104009,SMK GRAFIKA KAHURIPAN 2,20107351,S,19,61.68,60.32,30.66,78.1,"57,69",01,04,009
265, 0104010,SMK GRAFIKA LEKTUR,20102529,S,174,66.24,52.53,32.7,72.02,"55,87",01,04,010
266, 0104011,SMK OTOMOTIF KAHURIPAN 1,20102546,S,20,60.5,42.9,23,75.88,"50,57",01,04,011
267, 0104012,SMK KARYA GUNA,20102640,S,203,61.79,45.06,28.45,66.23,"50,38",01,04,012
268, 0104015,SMK PGRI 23,20102617,S,80,61.75,41.83,25.16,76.81,"51,39",01,04,015
269, 0104016,SMK TELADAN,20102434,S,72,68,46.81,34.1,85.27,"58,55",01,04,016
270, 0104017,SMK TELADAN UTAMA,20107360,S,37,59.24,41.19,22.23,83.3,"51,49",01,04,017
271, 0104018,SMK BAKTI IDHATA,20109254,S,94,69.77,70.72,36.62,71.62,"62,18",01,04,018
272, 0104019,SMK NEGERI 6,20102579,N,251,77.04,73.91,68.46,79.39,"74,70",01,04,019
273, 0104020,SMK NEGERI 8,20102597,N,317,80.59,71.22,78.67,81.97,"78,11",01,04,020
274, 0104021,SMK NEGERI 15,20102578,N,180,73.19,71.82,61.36,80.28,"71,66",01,04,021
275, 0104022,SMK NEGERI 18,20102589,N,197,78.61,78.29,73.31,80.17,"77,60",01,04,022
276, 0104023,SMK NEGERI 20,20102587,N,234,77.44,71.83,71.51,82.39,"75,79",01,04,023
277, 0104024,SMK NEGERI 25,20102586,N,156,76.41,66.54,60.22,80.76,"70,98",01,04,024
278, 0104025,SMK NEGERI 41,20102580,N,292,75.87,73.97,64.58,78.57,"73,25",01,04,025
279, 0104026,SMK NEGERI 43,20102600,N,124,76.97,70.95,62.84,79.5,"72,57",01,04,026
280, 0104027,SMK NEGERI 47,20102599,N,215,78.93,71.14,70.6,83.68,"76,09",01,04,027
281, 0104028,SMK 10 NOPEMBER,20102577,S,20,64.7,53.8,50.75,81.48,"62,68",01,04,028
282, 0104029,SMK 17 AGUSTUS 1945 -2,20102590,S,61,70.59,57.38,51.6,77.14,"64,18",01,04,029
283, 0104030,SMK 28 OKTOBER 1928 -2,20102583,S,196,64.31,45.17,31.19,79.98,"55,16",01,04,030
284, 0104031,SMK AL HIDAYAH -1,20102541,S,363,66.56,48.9,40.26,71,"56,68",01,04,031
285, 0104032,SMK AL HIDAYAH -2,20102542,S,18,64.89,48.33,32.08,78.28,"55,90",01,04,032
286, 0104033,SMK AL HIDAYAH LESTARI,20102540,S,131,64.49,44.9,34.27,74.37,"54,51",01,04,033
287, 0104034,SMK AL-FAJAR,20102560,S,122,62.8,49.36,33.63,74.19,"55,00",01,04,034
288, 0104035,SMK AL-HIKMAH,20102634,S,223,66.65,45.42,59.74,82,"63,45",01,04,035
289, 0104036,SMK AL-MUSYARROFAH,20107347,S,26,68.08,73.92,40.48,79.66,"65,54",01,04,036
290, 0104037,SMK AMALIYAH,20107348,S,99,70.48,48.69,30.43,81.7,"57,83",01,04,037
291, 0104038,SMK AS-SYAFIIYAH,20102538,S,100,66.18,46.54,36.58,85.48,"58,70",01,04,038
292, 0104039,SMK ASISI,20102537,S,42,75.19,67.05,50.83,70.5,"65,89",01,04,039
293, 0104040,SMK AVERUS,20102536,S,238,67.62,66.66,32.51,82.41,"62,30",01,04,040
294, 0104041,SMK BINA KUSUMA I,20102533,S,33,65.58,52.36,34.32,81.45,"58,43",01,04,041
295, 0104042,SMK BINA PUTRA,20102530,S,132,66.23,54.65,40,77.49,"59,59",01,04,042
296, 0104043,SMK AL KAUTSAR,20102543,S,57,61.47,43.58,27.63,77.91,"52,65",01,04,043
297, 0104044,SMK BOROBUDUR -2,20102545,S,25,67.52,54.64,29.1,79.75,"57,75",01,04,044
298, 0104045,SMK BUDI ASIH,20102559,S,78,65.56,48,30.32,84.21,"57,02",01,04,045
299, 0104046,SMK AL FALAH,20102558,S,30,61.6,49.67,34.75,74.27,"55,07",01,04,046
300, 0104048,SMK DAARUL ULUUM,20102553,S,157,64.17,49.61,34.68,70.72,"54,80",01,04,048
301, 0104049,SMK DAARUSSALAAM,20102552,S,244,69.42,46.39,35.54,81.02,"58,09",01,04,049
302, 0104050,SMK DHARMA KARYA,20102550,S,208,71.68,59.07,40.3,82.18,"63,31",01,04,050
303, 0104051,SMK FATAHILLAH,20102548,S,14,55.43,58,20.54,83.96,"54,48",01,04,051
304, 0104052,SMK GITA KIRTTI 1,20102547,S,133,65.58,53.52,34.85,72.96,"56,73",01,04,052
305, 0104054,SMK HARNASTO INSTITUT,20109247,S,81,62.62,60.67,26.98,82.69,"58,24",01,04,054
306, 0104055,SMK HIDATHA,20102635,S,64,69.31,48.81,34.1,85.68,"59,48",01,04,055
307, 0104057,SMK ISLAM AL-IHSAN,20102633,S,44,68.36,58.32,47.9,82.64,"64,31",01,04,057
308, 0104058,SMK ISLAM ANDALUS,20102439,S,28,57,36.29,26.16,78.99,"49,61",01,04,058
309, 0104059,SMK ISLAM WIJAYA KUSUMA,20102629,S,167,69.57,53.1,43.31,73.5,"59,87",01,04,059
310, 0104060,SMK ISLAM YPIK,20102628,S,81,65.46,45.14,31.98,83.26,"56,46",01,04,060
311, 0104061,SMK ISLAM YPS,20102627,S,45,68.13,45.47,32.94,84.19,"57,68",01,04,061
312, 0104062,SMK JAKARTA MANAJEMEN,20102626,S,74,64.59,52.97,40.91,79.95,"59,61",01,04,062
313, 0104063,SMK KEMALA BHAYANGKARI DELOG,20102652,S,210,65.57,51.1,33.64,70.36,"55,17",01,04,063
314, 0104065,SMK KARYA TELADAN,20102653,S,134,63.58,54.12,39.1,74.86,"57,92",01,04,065
315, 0104066,SMK KHARISMAWITA -1,20102651,S,164,66.87,45.09,30.15,82.62,"56,18",01,04,066
316, 0104067,SMK LEBAK BULUS,20102647,S,118,71.53,50.9,36.99,84.04,"60,87",01,04,067
317, 0104068,SMK LP3 ISTANA,20102645,S,67,69.76,49.7,40.6,80.35,"60,10",01,04,068
318, 0104069,SMK MAKARYA 1,20102644,S,223,64.76,50.59,35.82,77.97,"57,29",01,04,069
319, 0104070,SMK MIFTAHUL FALAH,20102623,S,72,62.53,44.22,32.88,78.91,"54,64",01,04,070
320, 0104071,SMK MITRA PEMBANGUNAN,20102606,S,32,65.94,44.19,31.48,80.01,"55,41",01,04,071
321, 0104072,SMK MUHAMMADIYAH 9,20102605,S,246,65.22,54.03,37.42,75.16,"57,96",01,04,072
322, 0104073,SMK MUHAMMADIYAH -7,20102604,S,104,66.48,58.35,39.38,72.91,"59,28",01,04,073
323, 0104074,SMK PGRI 33,20102615,S,21,68,44.76,30.48,86.85,"57,52",01,04,074
324, 0104075,SMK PASAR MINGGU,20102608,S,64,68.28,46.94,30.63,82.44,"57,07",01,04,075
325, 0104077,SMK PEMBANGUNAN JAYA ( YAKAPI ),20102621,S,361,70.79,52.58,42.67,74.33,"60,09",01,04,077
326, 0104078,SMK PERGURUAN RAKYAT,20102620,S,176,70.36,51.91,32.88,81.97,"59,28",01,04,078
327, 0104079,SMK PERWIRA,20102619,S,96,71.13,56.71,31.04,79.79,"59,67",01,04,079
328, 0104080,SMK PGRI14,20102618,S,62,65,49,28.67,81.23,"55,98",01,04,080
329, 0104082,SMK FARMASI BHUMI HUSADA,20109547,S,32,77.06,75.88,61.88,88.78,"75,90",01,04,082
330, 0104083,SMK PURNAMA I,20102611,S,129,69.38,56.56,41.9,74.11,"60,49",01,04,083
331, 0104084,SMK PURNAMA II,20102610,S,73,70.99,56.99,48.7,72.96,"62,41",01,04,084
332, 0104085,SMK PUSPITA PERSADA,20102528,S,51,56.47,46.39,55.39,81.63,"59,97",01,04,085
333, 0104086,SMK PUTRA SATRIA,20102465,S,90,62.84,50.6,43.69,77.14,"58,57",01,04,086
334, 0104087,SMK R. P. I,20102445,S,32,72.13,68.94,40.7,79.57,"65,34",01,04,087
335, 0104088,SMK SELAGAN JAYA,20102441,S,26,62.69,54.38,34.71,78.84,"57,66",01,04,088
336, 0104089,SMK SUMBER DAYA MANUSIA,20102438,S,46,65.52,41.3,28.91,80.58,"54,08",01,04,089
337, 0104091,SMK TANJUNG BARAT,20102436,S,34,68.53,57.12,32.87,84.15,"60,67",01,04,091
338, 0104092,SMK TARAKANITA,20102435,S,91,77.93,74.62,72.01,80.15,"76,18",01,04,092
339, 0104093,SMK TIRTAYASA,20107361,S,28,66.14,53.14,36.43,80.06,"58,94",01,04,093
340, 0104094,SMK TRI MULIA,20102630,S,114,64.58,48.09,31.12,80.73,"56,13",01,04,094
341, 0104095,SMK TUNAS PEMBANGUNAN,20102448,S,118,63.49,51.32,36.53,74.83,"56,54",01,04,095
342, 0104096,SMK WALISONGO JAKARTA,20102450,S,244,67.98,50.48,41.22,74.63,"58,58",01,04,096
343, 0104097,SMK YPK KESATUAN,20102433,S,147,64.18,46.8,37.02,69.91,"54,48",01,04,097
344, 0104098,SMK YANUBA,20102463,S,18,73.33,49,37.78,83.03,"60,79",01,04,098
345, 0104099,SMK YANUSA,20102462,S,78,62.92,64.64,32.21,82.42,"60,55",01,04,099
346, 0104100,SMK YAPENAP,20102461,S,23,68.26,63.13,38.26,84.92,"63,64",01,04,100
347, 0104101,SMK YAPERJASA,20102460,S,160,65.16,46.73,30.64,83.27,"56,45",01,04,101
348, 0104102,SMK YAPIMDA,20102459,S,438,65.85,53.7,35.53,75.43,"57,63",01,04,102
349, 0104103,SMK YAPRI,20102458,S,30,68,45.8,28.42,80.62,"55,71",01,04,103
350, 0104105,SMK YASPEN,20107363,S,26,55.92,42.46,22.98,78.59,"49,99",01,04,105
351, 0104107,SMK YASPI AL MAKMUR,20102539,S,168,61.75,48.85,28.17,83.09,"55,47",01,04,107
352, 0104109,SMK YP MULIA,20102451,S,48,64.5,66.04,31.93,83.23,"61,43",01,04,109
353, 0104110,SMK YPUI,20107364,S,95,67.68,44.76,40.5,84.81,"59,44",01,04,110
354, 0104112,SMK NEGERI 30,20102582,N,158,78.47,77.39,69.89,78.62,"76,09",01,04,112
355, 0104113,SMK NEGERI 32,20102581,N,153,68.78,63.86,56.73,76.77,"66,54",01,04,113
356, 0104114,SMK NEGERI 37,20102601,N,249,72.27,70.57,72.88,78.01,"73,43",01,04,114
357, 0104115,SMK NEGERI 57,20102598,N,330,77.45,76.36,75.02,77.77,"76,65",01,04,115
358, 0104116,SMK 28 OKTOBER 1928 -1,20102584,S,35,70.23,53.83,44.36,78.61,"61,76",01,04,116
359, 0104120,SMK JAKARTA WISATA,20107352,S,64,68.5,65.88,42.15,77.97,"63,63",01,04,120
360, 0104121,SMK KEL. WIDURI,20107354,S,59,67.56,54.68,34.62,80.97,"59,46",01,04,121
361, 0104122,SMK KHARISMAWITA -2,20102650,S,44,65.86,48.77,42.78,77.25,"58,67",01,04,122
362, 0104124,SMK MAKARYA 2,20102643,S,64,63.16,50.25,38.95,75.29,"56,91",01,04,124
363, 0104126,SMK PANCA SAKTI 1,20102607,S,39,68.62,52.72,37.82,78.31,"59,37",01,04,126
364, 0104127,SMK PANDAWA BUDI LUHUR,20102594,S,229,68.09,57.76,44.01,81.78,"62,91",01,04,127
365, 0104128,SMK PATRIA WISATA,20107359,S,93,76.17,71.01,46.8,81.72,"68,93",01,04,128
366, 0104129,SMK PONDOK INDAH,20102613,S,38,61.74,58.47,43.75,78.98,"60,74",01,04,129
367, 0104131,SMK WISATA INDONESIA,20107362,S,116,73.07,66,50.6,74.21,"65,97",01,04,131
368, 0104132,SMK NEGERI 28,20102585,N,227,73.94,66.77,62.97,73.08,"69,19",01,04,132
369, 0104134,SMK PURNAMA 3,20102593,S,16,58.13,68.63,57.34,81.49,"66,40",01,04,134
370, 0104136,SMK KARTIKA - X2,20107353,S,250,77.07,60.34,59.72,84.66,"70,45",01,04,136
371, 0104137,SMK NEGERI 62,20109246,N,171,75.86,69.44,70.31,83.27,"74,72",01,04,137
372, 0104138,SMK KRISANTI,20107355,S,66,61.73,49.88,33.45,79.33,"56,10",01,04,138
373, 0104139,SMK CYBER MEDIA,20109265,S,240,69.65,59.57,41.23,74.89,"61,34",01,04,139
374, 0104142,SMK NEGERI 59,20107358,N,127,75.94,70.57,54.8,75.49,"69,20",01,04,142
375, 0104145,SMK MEDIA INFORMATIKA,20107357,S,328,66.01,54,31.05,70.8,"55,47",01,04,145
376, 0104146,SMK INFORMATIKA YASMA,20109266,S,21,61.71,50.1,32.86,69.25,"53,48",01,04,146
377, 0104147,SMK MUHAMMADIYAH -15,20109252,S,30,62.73,53,31.5,74.11,"55,34",01,04,147
378, 0104148,SMK NEGERI 63 JAKARTA,20112443,N,74,71.46,55.43,39.43,77.68,"61,00",01,04,148
379, 0104149,SMK KES. MULIA KARYA HUSADA,20109459,S,89,75.17,54.47,41.71,81.49,"63,21",01,04,149
380, 0104151,SMK YASPIA,20112473,S,48,71.63,51.29,44.27,79.9,"61,77",01,04,151
381, 0104152,SMK BAKTI 17,20110107,S,84,68.48,50.83,31.55,81.65,"58,13",01,04,152
382, 0104154,SMK TRIKARYA,20109541,S,84,69.1,65.64,51.61,88.63,"68,75",01,04,154
383, 0104155,SMK SUMBANGSIH,69819337,S,35,70.86,66.63,35.36,82.36,"63,80",01,04,155
384, 0104156,SMK 3 PERGURUAN CIKINI,69786987,S,161,71.04,59.61,55.12,73.21,"64,75",01,04,156
385, 0104158,SMK PGRI 37,20177923,S,69,69.1,53.51,37.43,82.71,"60,69",01,04,158
386, 0104159,SMK TUNAS GRAFIKA INFORMATIKA,20178280,S,247,66.6,53,28.99,71.76,"55,09",01,04,159
387, 0104160,SMK MUSIK PERGURUAN CIKINI,20107257,S,32,75.13,65.63,50.7,78.48,"67,49",01,04,160
388, 0104161,SMK KESEHATAN GAPURA MERAH PUTIH,69774854,S,21,74.1,69.9,39.17,84.42,"66,90",01,04,161
389, 0104162,SMK PGRI 15,20101511,S,50,66.84,67.04,57.45,89.71,"70,26",01,04,162
390, 0104163,SMK PURNAMA MANDIRI,20177826,S,35,66.46,44.11,29.71,77.58,"54,47",01,04,163
391, 0104164,SMK TRIGUNA 1956,69821209,S,19,69.58,53.05,35,69.79,"56,86",01,04,164
392, 0104165,SMK KESEHATAN SEKAWAN,69787516,S,17,70.82,49.76,33.68,85.17,"59,86",01,04,165
393, 0104166,SMK ASSAADAH,69867717,S,24,68.42,42,25.52,85.75,"55,42",01,04,166
394, 0104167,SMK INSAN MANDIRI JAKARTA,69882414,S,21,64.95,49.81,28.69,78.5,"55,49",01,04,167
395, 0105001,SMK NEGERI 5,20103783,N,240,72.03,66.61,58.66,75.48,"68,20",01,05,001
396, 0105002,SMK NEGERI 7,20103778,N,220,75.55,72.95,67.36,79.65,"73,88",01,05,002
397, 0105004,SMK NEGERI 52,20103780,N,226,77.43,77.23,73.31,78.6,"76,64",01,05,004
398, 0105006,SMK ADI LUHUR 2,20103249,S,52,59.96,44.04,27.12,83.29,"53,60",01,05,006
399, 0105007,SMK AL-AKHYAR 2,20103259,S,133,57.37,48.74,41.41,80.13,"56,91",01,05,007
400, 0105008,SMK ANGKASA 1,20103274,S,203,63.05,52.07,29.58,77.51,"55,55",01,05,008
401, 0105009,SMK BPSK PEMB. 2,20103242,S,168,69.85,55.56,33.9,77.54,"59,21",01,05,009
402, 0105010,SMK BAKTI I,20103270,S,41,62.78,50.59,19.82,77.84,"52,76",01,05,010
403, 0105011,SMK BERLIAN,20103271,S,38,60.42,60.11,23.42,81.49,"56,36",01,05,011
404, 0105012,SMK BINA PEMBANGUNAN1,20103265,S,30,58.47,73.93,40,79.63,"63,01",01,05,012
405, 0105014,SMK BUDI MURNI I,20103686,S,133,62.69,49.23,28.01,78.16,"54,52",01,05,014
406, 0105015,SMK BUDI MURNI 4,20103683,S,68,49,59.5,30.51,84.16,"55,79",01,05,015
407, 0105016,SMK CAGAR BUDAYA,20103698,S,21,72,54.48,50.12,84.12,"65,18",01,05,016
408, 0105017,SMK CAWANG,20103712,S,41,57.66,49.12,21.34,77.92,"51,51",01,05,017
409, 0105019,SMK CORPATARIN 2,20103706,S,43,65.35,62.7,44.3,79.41,"62,94",01,05,019
410, 0105020,SMK DHARMA SURYA,20103704,S,28,58.71,52.86,43.75,76.52,"57,96",01,05,020
411, 0105021,SMK DINAMIKA PEMBANGUNAN 1,20103703,S,734,62.51,47.62,28.18,72.92,"52,81",01,05,021
412, 0105023,SMK FENSENSIUS,20103655,S,14,62.43,68.29,45.89,79.84,"64,11",01,05,023
413, 0105024,SMK FRANSISKUS 1,20103561,S,30,69,52.33,31,80.98,"58,33",01,05,024
414, 0105026,SMK GUTAMA,20103652,S,75,56.72,46.85,28.23,73.06,"51,22",01,05,026
415, 0105027,SMK HATAWANA,20103647,S,24,56.25,49.75,30,80.86,"54,22",01,05,027
416, 0105028,SMK INSAN TEKNOLOGI,20103643,S,63,61.78,40.51,25.44,78.53,"51,57",01,05,028
417, 0105029,SMK IPTEK JAKARTA,20103642,S,179,60.32,52.84,31.06,66.44,"52,67",01,05,029
418, 0105030,SMK ISLAM PB. SOEDIRMAN 1,20103659,S,184,67.89,56.45,38.68,70.13,"58,29",01,05,030
419, 0105031,SMK JAKARTA I,20103676,S,133,62.35,55.59,31.67,81.47,"57,77",01,05,031
420, 0105032,SMK JAKARTA RAYA 1,20103675,S,54,58.59,43.7,24.91,77.48,"51,17",01,05,032
421, 0105033,SMK JAYAKARTA,20103668,S,24,58.08,43.08,21.98,80.89,"51,01",01,05,033
422, 0105034,SMK KAPIN,20103663,S,91,63.87,49.6,23.54,79.88,"54,22",01,05,034
423, 0105035,SMK KEMALA BHAYANGKARI 1,20103770,S,374,65.63,51.27,36.87,70.45,"56,06",01,05,035
424, 0105038,SMK KRAMATJATI,20103767,S,8,46.75,36.75,21.25,77.44,"45,55",01,05,038
425, 0105039,SMK MAHADHIKA 2,20103763,S,49,65.35,57.22,48.62,84.93,"64,03",01,05,039
426, 0105040,SMK MALAKA,20103760,S,335,64.3,50.96,28.89,78.85,"55,75",01,05,040
427, 0105041,SMK MERCUSUAR,20103756,S,232,56.57,50.55,51.62,80.63,"59,84",01,05,041
428, 0105042,SMK MITRA KENCANA,20103772,S,94,59.49,43.85,25,79.45,"51,95",01,05,042
429, 0105043,SMK NASIONAL,20103776,S,14,58,44.29,21.61,74.25,"49,54",01,05,043
430, 0105045,SMK OTOMINDO,20103731,S,343,62.18,54.75,31.82,79.46,"57,05",01,05,045
431, 0105047,SMK PGRI 20,20103738,S,424,68.48,52.9,53.08,84.06,"64,63",01,05,047
432, 0105048,SMK PGRI 8,20103542,S,25,56.56,42.96,24.2,80.6,"51,08",01,05,048
433, 0105049,SMK PKP 2,20103540,S,44,67.41,62.68,37.78,71.69,"59,89",01,05,049
434, 0105051,SMK PANGUDI RAHAYU I,20103727,S,75,65.63,56.72,47.27,82.47,"63,02",01,05,051
435, 0105052,SMK PEL. BIMASAKTI,20103721,S,28,62.07,52.43,31.52,77.89,"55,98",01,05,052
436, 0105053,SMK PEL. DEWARUCI,20103720,S,40,60.05,48.8,26.75,71.68,"51,82",01,05,053
437, 0105054,SMK PEMUDA,20103752,S,27,57.85,53.33,27.13,80.63,"54,74",01,05,054
438, 0105055,SMK RAHAYU MULYO,20103537,S,293,62.55,49.55,28.17,80.78,"55,26",01,05,055
439, 0105056,SMK RESPATI I,20103536,S,46,59.65,47.87,23.42,80.27,"52,80",01,05,056
440, 0105057,SMK RISTEK JAYA,20103534,S,227,58.36,42.72,28.51,69.57,"49,79",01,05,057
441, 0105058,SMK RISTEK KIKIN,20103533,S,227,59.18,57.02,48.52,81.16,"61,47",01,05,058
442, 0105060,SMK SATYA BHAKTI I,20103528,S,135,65.47,63.36,48.15,82.28,"64,82",01,05,060
443, 0105061,SMK SRIWIJAYA,20103545,S,87,59.91,42.28,28.53,80.81,"52,88",01,05,061
444, 0105062,SMK TERATAI PUTIH,20103556,S,193,64.95,45.22,25.78,77.82,"53,44",01,05,062
445, 0105063,SMK TRI SASTRA 2,20103550,S,40,52.2,33,19.81,77.55,"45,64",01,05,063
446, 0105064,SMK NEGERI 10,20103791,N,221,77.13,68.94,66.1,79.88,"73,01",01,05,064
447, 0105065,SMK NEGERI 22,20103790,N,261,75.75,72.58,71.26,84.9,"76,12",01,05,065
448, 0105066,SMK NEGERI 40,20103786,N,156,73.86,64.96,59.57,80.69,"69,77",01,05,066
449, 0105067,SMK NEGERI 46,20103785,N,207,74.11,67.89,65.54,81.08,"72,16",01,05,067
450, 0105068,SMK NEGERI 48,20103784,N,267,80.57,78.51,78.46,84.81,"80,59",01,05,068
451, 0105069,SMK NEGERI 50,20103782,N,205,74.84,66.98,63.11,80.63,"71,39",01,05,069
452, 0105070,SMK NEGERI 51,20103781,N,256,77.58,75.38,76.51,81.38,"77,71",01,05,070
453, 0105072,SMK AL FAT-HIYAH,20103247,S,20,69.9,44,38.5,85.19,"59,40",01,05,072
454, 0105073,SMK AL WAHYU,20103246,S,138,64.74,46.91,36.9,70.4,"54,74",01,05,073
455, 0105074,SMK AL WATHONIYAH PUSAT,20103244,S,73,64.9,44.9,36.23,80.31,"56,59",01,05,074
456, 0105075,SMK AL-AKHYAR 1,20103243,S,231,69.74,64.62,50.26,83.48,"67,03",01,05,075
457, 0105076,SMK AL-WASHLIYAH,20103245,S,133,72.47,49.04,37.03,83.08,"60,41",01,05,076
458, 0105077,SMK AS SAADAH,20103272,S,96,61.4,46.85,25.16,82.23,"53,91",01,05,077
459, 0105078,SMK BPS.&K I,20103262,S,81,67.83,52.3,46.51,73.38,"60,01",01,05,078
460, 0105079,SMK BAKTI 2,20103269,S,20,65.9,58.1,36.88,85.12,"61,50",01,05,079
461, 0105080,SMK BHAKTI PERTIWI,20107266,S,30,64.4,45.93,40.5,78.38,"57,30",01,05,080
462, 0105081,SMK BINA DHARMA,20103267,S,108,70.26,73.04,67.85,75.84,"71,75",01,05,081
463, 0105082,SMK BINA KARYA UTAMA,20107204,S,77,70.55,62.75,52.21,84.17,"67,42",01,05,082
464, 0105083,SMK BINA MANAJEMEN,20103266,S,33,65.76,46.91,30.98,81.1,"56,19",01,05,083
465, 0105084,SMK BINA PANGUDI LUHUR,20107593,S,166,63.94,50.99,31.99,83.05,"57,49",01,05,084
466, 0105085,SMK BISNIS INDONESIA,20103263,S,154,68.05,48.08,32.44,84.06,"58,16",01,05,085
467, 0105086,SMK BUDAYA,20103696,S,140,66.49,45.57,30.41,85.12,"56,90",01,05,086
468, 0105087,SMK BUDHAYA 2,20103694,S,19,70.53,56.21,40.79,80.79,"62,08",01,05,087
469, 0105088,SMK BUDI MULIA UTAMA,20103687,S,92,66,50.96,27.93,81.22,"56,53",01,05,088
470, 0105089,SMK BUDI MURNI 3,20103684,S,59,63.83,52.31,35.64,88.02,"59,95",01,05,089
471, 0105090,SMK BUDI MURNI 5,20103682,S,9,64.67,61.33,25.28,87.38,"59,67",01,05,090
472, 0105091,SMK BUDHI WARMAN 1,20103692,S,191,66.73,62.9,45.01,76.04,"62,67",01,05,091
473, 0105092,SMK BUDHI WARMAN II,20103691,S,120,72.88,62.8,46.48,86.93,"67,27",01,05,092
474, 0105094,SMK CAHAYA SAKTI,20103715,S,59,73.49,72.34,58.98,75.31,"70,03",01,05,094
475, 0105095,SMK CIKRA 1,20103711,S,50,69.8,60.56,47.35,83.34,"65,26",01,05,095
476, 0105096,SMK CITRA DHARMA,20103708,S,14,63.71,44.43,40,81.64,"57,45",01,05,096
477, 0105097,SMK CORPATARIN 1,20103707,S,44,71.05,69.14,40.4,83.02,"65,90",01,05,097
478, 0105098,SMK DINAMIKA PEMBANGUNAN 2,20103702,S,365,68.09,50.12,39.27,78.79,"59,07",01,05,098
479, 0105099,SMK DIPONEGORO 1,20103701,S,97,69.46,58.82,37.22,85.65,"62,79",01,05,099
480, 0105100,SMK DIPONEGORO 2,20103700,S,28,72,57,31.43,84.49,"61,23",01,05,100
481, 0105101,SMK ERA PEMBANGUNAN UMAT,20103656,S,96,61.94,39.17,31.82,78.77,"52,93",01,05,101
482, 0105103,SMK GEMA NUSANTARA,20107210,S,22,62.64,44,30.45,87.01,"56,03",01,05,103
483, 0105104,SMK HARAPAN 1,20103649,S,20,61.6,42.5,26,76.73,"51,71",01,05,104
484, 0105105,SMK IMTAQ DARUR RAHIM,20103645,S,22,55.55,36.45,20.34,75.71,"47,01",01,05,105
485, 0105106,SMK IPTEK,20103642,S,86,64.53,56.79,33.72,74.81,"57,46",01,05,106
486, 0105107,SMK ISLAM MALAHAYATI,20103658,S,256,69.61,54.03,43.72,80.84,"62,05",01,05,107
487, 0105108,SMK ISLAM PB. SOEDIRMAN 2,20103660,S,99,74.53,67.15,66.99,82.42,"72,77",01,05,108
488, 0105109,SMK ISLAM YASMIN,20103677,S,9,66.44,46.44,32.5,80.27,"56,41",01,05,109
489, 0105110,SMK JAKARTA RAYA 2,20103674,S,46,67.96,52.3,37.01,82.07,"59,84",01,05,110
490, 0105111,SMK JAKARTA TIMUR 1,20103672,S,289,66.79,54.32,34.56,83.02,"59,67",01,05,111
491, 0105112,SMK JAKARTA TIMUR 2,20103671,S,151,71.77,50.82,33.63,85.11,"60,33",01,05,112
492, 0105113,SMK KALPATARU,20103664,S,19,55.58,41.16,21.45,80.38,"49,64",01,05,113
493, 0105114,SMK KARYA DHARMA II,20109490,S,34,64.41,44.53,33.16,87.93,"57,51",01,05,114
494, 0105115,SMK KARYA EKOPIN,20107267,S,40,64.1,61.7,52.06,83.84,"65,43",01,05,115
495, 0105116,SMK KARYA WIJAYA KUSUMA,20103717,S,195,66.67,50.62,41.32,84.78,"60,85",01,05,116
